REGION_NAME	CHROMOSOME	START	STOP	LENGTH	BASES_PROBE_COVERAGE	FRAC_PROBE_COVERAGE	BASES_ESTIMATED_COVERAGE	FRAC_ESTIMATED_COVERAGE	BASES_W_NO_PROBE_COV	BASES_W_NO_PROBE_COV_DUE_TO_N	BASES_W_NO_PROBE_COV_DUE_TO_REPEATS	BASES_W_NO_EST_COV	BASES_W_NO_EST_COV_DUE_TO_N	BASES_W_NO_EST_COV_DUE_TO_REPEATS
chrC06:25584017-25584384	chrC06	25584017	25584384	367	  367	1.000	  367	1.000	0	0	0	0	0	0
chrC06:25584910-25585593	chrC06	25584910	25585593	683	  683	1.000	  683	1.000	0	0	0	0	0	0
chrC06:25585663-25585987	chrC06	25585663	25585987	324	  324	1.000	  324	1.000	0	0	0	0	0	0
chrC06:25586132-25587784	chrC06	25586132	25587784	1652	 1652	1.000	 1652	1.000	0	0	0	0	0	0
chrC06:25587842-25587916	chrC06	25587829	25587929	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:27150009-27150044	chrC06	27149977	27150077	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:27150409-27150620	chrC06	27150409	27150620	211	  162	0.768	  211	1.000	49	0	0	0	0	0
chrC06:27151961-27152039	chrC06	27151950	27152050	100	   80	0.800	  100	1.000	20	0	0	0	0	0
chrC06:27152133-27152197	chrC06	27152115	27152215	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:27152336-27152435	chrC06	27152336	27152436	100	   81	0.810	  100	1.000	19	0	0	0	0	0
chrC06:27152643-27152684	chrC06	27152614	27152714	100	   89	0.890	  100	1.000	11	0	0	0	0	0
chrC06:27152782-27152823	chrC06	27152753	27152853	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:27153423-27153577	chrC06	27153423	27153577	154	  124	0.805	  154	1.000	30	0	0	0	0	0
chrC06:27153997-27154099	chrC06	27153997	27154099	102	   82	0.804	  102	1.000	20	0	0	0	0	0
chrC06:28552966-28553027	chrC06	28552947	28553047	100	    0	0.000	    0	0.000	100	0	67	100	0	67
chrC06:28554845-28554909	chrC06	28554827	28554927	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:28554993-28555216	chrC06	28554993	28555216	223	  223	1.000	  223	1.000	0	0	0	0	0	0
chrC06:28727479-28727548	chrC06	28727464	28727564	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:28727776-28727903	chrC06	28727776	28727903	127	  111	0.874	  127	1.000	16	0	0	0	0	0
chrC06:28727997-28728149	chrC06	28727997	28728149	152	   83	0.546	  152	1.000	69	0	0	0	0	0
chrC06:29439626-29440216	chrC06	29439626	29440216	590	  590	1.000	  590	1.000	0	0	0	0	0	0
chrC06:30792050-30792152	chrC06	30792050	30792152	102	   75	0.735	  102	1.000	27	0	0	0	0	0
chrC06:30792506-30792660	chrC06	30792506	30792660	154	  119	0.773	  154	1.000	35	0	0	0	0	0
chrC06:30793244-30793285	chrC06	30793215	30793315	100	   85	0.850	  100	1.000	15	0	0	0	0	0
chrC06:30793370-30793411	chrC06	30793341	30793441	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:30793626-30793725	chrC06	30793626	30793726	100	   53	0.530	  100	1.000	47	0	0	0	0	0
chrC06:30793851-30793915	chrC06	30793833	30793933	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:30794017-30794095	chrC06	30794006	30794106	100	   36	0.360	  100	1.000	64	0	0	0	0	0
chrC06:30795575-30795759	chrC06	30795575	30795759	184	  151	0.821	  184	1.000	33	0	0	0	0	0
chrC06:34494201-34494317	chrC06	34494201	34494317	116	  116	1.000	  116	1.000	0	0	0	0	0	0
chrC06:34494418-34494606	chrC06	34494418	34494606	188	  188	1.000	  188	1.000	0	0	0	0	0	0
chrC06:34496101-34496348	chrC06	34496101	34496348	247	  247	1.000	  247	1.000	0	0	0	0	0	0
chrC06:34496421-34496538	chrC06	34496421	34496538	117	  117	1.000	  117	1.000	0	0	0	0	0	0
chrC06:34496615-34496731	chrC06	34496615	34496731	116	   87	0.750	  116	1.000	29	0	0	0	0	0
chrC06:34496815-34496961	chrC06	34496815	34496961	146	  105	0.719	  146	1.000	41	0	0	0	0	0
chrC06:34497035-34497109	chrC06	34497022	34497122	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:34497186-34497254	chrC06	34497170	34497270	100	   79	0.790	  100	1.000	21	0	0	0	0	0
chrC06:34497352-34497470	chrC06	34497352	34497470	118	   79	0.669	  118	1.000	39	0	0	0	0	0
chrC06:34497575-34497632	chrC06	34497554	34497654	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:34497730-34497840	chrC06	34497730	34497840	110	  107	0.973	  110	1.000	3	0	0	0	0	0
chrC06:34497983-34498067	chrC06	34497975	34498075	100	   79	0.790	  100	1.000	21	0	0	0	0	0
chrC06:34498179-34498276	chrC06	34498178	34498278	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:34498379-34498471	chrC06	34498375	34498475	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:34498565-34498621	chrC06	34498543	34498643	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:34575989-34576073	chrC06	34575981	34576081	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:34576169-34576226	chrC06	34576148	34576248	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:34576315-34576589	chrC06	34576315	34576589	274	  274	1.000	  274	1.000	0	0	0	0	0	0
chrC06:34576689-34576854	chrC06	34576689	34576854	165	  165	1.000	  165	1.000	0	0	0	0	0	0
chrC06:34577031-34577184	chrC06	34577031	34577184	153	  153	1.000	  153	1.000	0	0	0	0	0	0
chrC06:34599423-34599471	chrC06	34599397	34599497	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:34599817-34600499	chrC06	34599817	34600499	682	  682	1.000	  682	1.000	0	0	0	0	0	0
chrC06:35772518-35773288	chrC06	35772518	35773288	770	  770	1.000	  770	1.000	0	0	0	0	0	0
chrC06:35773421-35773466	chrC06	35773394	35773494	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:35773561-35773640	chrC06	35773551	35773651	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:35773889-35773968	chrC06	35773879	35773979	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:35774049-35774131	chrC06	35774040	35774140	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:35774239-35774315	chrC06	35774227	35774327	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:35774531-35774586	chrC06	35774509	35774609	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:35774671-35775370	chrC06	35774671	35775370	699	  699	1.000	  699	1.000	0	0	0	0	0	0
chrC06:35775610-35775666	chrC06	35775588	35775688	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:35775816-35775893	chrC06	35775805	35775905	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:35775972-35776064	chrC06	35775968	35776068	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:35776219-35776335	chrC06	35776219	35776335	116	  116	1.000	  116	1.000	0	0	0	0	0	0
chrC06:35776419-35776550	chrC06	35776419	35776550	131	  131	1.000	  131	1.000	0	0	0	0	0	0
chrC06:35776675-35776754	chrC06	35776665	35776765	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:35776853-35777025	chrC06	35776853	35777025	172	  172	1.000	  172	1.000	0	0	0	0	0	0
chrC06:35777358-35777562	chrC06	35777358	35777562	204	  204	1.000	  204	1.000	0	0	0	0	0	0
chrC06:35777729-35779097	chrC06	35777729	35779097	1368	 1368	1.000	 1368	1.000	0	0	0	0	0	0
chrC06:35779212-35779988	chrC06	35779212	35779988	776	  776	1.000	  776	1.000	0	0	0	0	0	0
chrC06:36340399-36341090	chrC06	36340399	36341090	691	  679	0.983	  691	1.000	12	0	0	0	0	0
chrC06:36341238-36341325	chrC06	36341232	36341332	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:36341402-36341524	chrC06	36341402	36341524	122	  122	1.000	  122	1.000	0	0	0	0	0	0
chrC06:36341605-36341781	chrC06	36341605	36341781	176	  176	1.000	  176	1.000	0	0	0	0	0	0
chrC06:36341856-36341973	chrC06	36341856	36341973	117	  117	1.000	  117	1.000	0	0	0	0	0	0
chrC06:36342038-36342225	chrC06	36342038	36342225	187	  187	1.000	  187	1.000	0	0	0	0	0	0
chrC06:36342295-36342395	chrC06	36342295	36342395	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:36342482-36342530	chrC06	36342456	36342556	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:36342701-36342789	chrC06	36342695	36342795	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:36342915-36343065	chrC06	36342915	36343065	150	  150	1.000	  150	1.000	0	0	0	0	0	0
chrC06:36343144-36343245	chrC06	36343144	36343245	101	  101	1.000	  101	1.000	0	0	0	0	0	0
chrC06:36343339-36343453	chrC06	36343339	36343453	114	  114	1.000	  114	1.000	0	0	0	0	0	0
chrC06:36343547-36343935	chrC06	36343547	36343935	388	  388	1.000	  388	1.000	0	0	0	0	0	0
chrC06:36344326-36344423	chrC06	36344325	36344425	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC06:36344498-36344873	chrC06	36344498	36344873	375	  375	1.000	  375	1.000	0	0	0	0	0	0
chrC06:36864169-36865382	chrC06	36864169	36865382	1213	 1206	0.994	 1213	1.000	7	0	0	0	0	0
chrC06:36865452-36865574	chrC06	36865452	36865574	122	  122	1.000	  122	1.000	0	0	0	0	0	0
chrC06:36865658-36866591	chrC06	36865658	36866591	933	  933	1.000	  933	1.000	0	0	0	0	0	0
chrC06_random:2684967-2685334	chrC06_random	2684967	2685334	367	  367	1.000	  367	1.000	0	0	0	0	0	0
chrC06_random:2685854-2688191	chrC06_random	2685854	2688191	2337	 2337	1.000	 2337	1.000	0	0	0	0	0	0
chrC06_random:2688477-2688854	chrC06_random	2688477	2688854	377	  377	1.000	  377	1.000	0	0	0	0	0	0
chrC07:2410092-2410215	chrC07	2410092	2410215	123	  123	1.000	  123	1.000	0	0	0	0	0	0
chrC07:2410438-2410475	chrC07	2410407	2410507	100	   95	0.950	  100	1.000	5	0	0	0	0	0
chrC07:2410563-2410674	chrC07	2410563	2410674	111	  102	0.919	  111	1.000	9	0	0	0	0	0
chrC07:2410782-2410855	chrC07	2410769	2410869	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:2410936-2411017	chrC07	2410927	2411027	100	   80	0.800	  100	1.000	20	0	0	0	0	0
chrC07:2411128-2411323	chrC07	2411128	2411323	195	  134	0.687	  195	1.000	61	0	0	0	0	0
chrC07:2411398-2411473	chrC07	2411386	2411486	100	   93	0.930	  100	1.000	7	0	0	0	0	0
chrC07:2411636-2411710	chrC07	2411623	2411723	100	   92	0.920	  100	1.000	8	0	0	0	0	0
chrC07:2411821-2411886	chrC07	2411804	2411904	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:2412057-2412119	chrC07	2412038	2412138	100	   86	0.860	  100	1.000	14	0	0	0	0	0
chrC07:2412212-2412298	chrC07	2412205	2412305	100	   63	0.630	  100	1.000	37	0	0	0	0	0
chrC07:2412390-2412453	chrC07	2412372	2412472	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:2412601-2412866	chrC07	2412601	2412866	265	  265	1.000	  265	1.000	0	0	0	0	0	0
chrC07:6056290-6056557	chrC07	6056290	6056557	267	  267	1.000	  267	1.000	0	0	0	0	0	0
chrC07:6056642-6056746	chrC07	6056642	6056746	104	  104	1.000	  104	1.000	0	0	0	0	0	0
chrC07:6056816-6057069	chrC07	6056816	6057069	253	  253	1.000	  253	1.000	0	0	0	0	0	0
chrC07:6057144-6057329	chrC07	6057144	6057329	185	  185	1.000	  185	1.000	0	0	0	0	0	0
chrC07:6057444-6057605	chrC07	6057444	6057605	161	  161	1.000	  161	1.000	0	0	0	0	0	0
chrC07:6057781-6057925	chrC07	6057781	6057925	144	  144	1.000	  144	1.000	0	0	0	0	0	0
chrC07:6058013-6058155	chrC07	6058013	6058155	142	  118	0.831	  142	1.000	24	0	0	0	0	0
chrC07:6058230-6058286	chrC07	6058208	6058308	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:6058384-6058463	chrC07	6058374	6058474	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:6058548-6058623	chrC07	6058536	6058636	100	   61	0.610	  100	1.000	39	0	0	0	0	0
chrC07:6058744-6058929	chrC07	6058744	6058929	185	  185	1.000	  185	1.000	0	0	0	0	0	0
chrC07:6059013-6059080	chrC07	6058997	6059097	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:6059173-6059291	chrC07	6059173	6059291	118	  118	1.000	  118	1.000	0	0	0	0	0	0
chrC07:6059376-6059497	chrC07	6059376	6059497	121	  121	1.000	  121	1.000	0	0	0	0	0	0
chrC07:6059616-6059714	chrC07	6059615	6059715	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:6059797-6060276	chrC07	6059797	6060276	479	  479	1.000	  479	1.000	0	0	0	0	0	0
chrC07:6060353-6060451	chrC07	6060352	6060452	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:6060528-6060770	chrC07	6060528	6060770	242	  242	1.000	  242	1.000	0	0	0	0	0	0
chrC07:6060844-6060912	chrC07	6060828	6060928	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:11590932-11591335	chrC07	11590932	11591335	403	  403	1.000	  403	1.000	0	0	0	0	0	0
chrC07:11591402-11591694	chrC07	11591402	11591694	292	  292	1.000	  292	1.000	0	0	0	0	0	0
chrC07:11591773-11592864	chrC07	11591773	11592864	1091	 1091	1.000	 1091	1.000	0	0	0	0	0	0
chrC07:11593000-11593154	chrC07	11593000	11593154	154	  154	1.000	  154	1.000	0	0	0	0	0	0
chrC07:13206230-13206824	chrC07	13206230	13206824	594	  536	0.902	  594	1.000	58	0	0	0	0	0
chrC07:13207028-13207157	chrC07	13207028	13207157	129	   44	0.341	  129	1.000	85	0	0	0	0	0
chrC07:13207255-13207387	chrC07	13207255	13207387	132	  132	1.000	  132	1.000	0	0	0	0	0	0
chrC07:22016976-22017254	chrC07	22016976	22017254	278	  264	0.950	  278	1.000	14	0	0	0	0	0
chrC07:22017285-22017398	chrC07	22017285	22017398	113	  113	1.000	  113	1.000	0	0	0	0	0	0
chrC07:22017510-22017878	chrC07	22017510	22017878	368	  351	0.954	  368	1.000	17	0	0	0	0	0
chrC07:22142724-22143096	chrC07	22142724	22143096	372	  372	1.000	  372	1.000	0	0	0	0	0	0
chrC07:22143184-22143284	chrC07	22143184	22143284	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:22176993-22177357	chrC07	22176993	22177357	364	  364	1.000	  364	1.000	0	0	0	0	0	0
chrC07:22177496-22177521	chrC07	22177459	22177559	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:22177664-22177694	chrC07	22177629	22177729	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:22177793-22177880	chrC07	22177787	22177887	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:22177961-22178106	chrC07	22177961	22178106	145	  145	1.000	  145	1.000	0	0	0	0	0	0
chrC07:22178218-22178262	chrC07	22178190	22178290	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:22178389-22178480	chrC07	22178385	22178485	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:22178593-22178669	chrC07	22178581	22178681	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:22178765-22178980	chrC07	22178765	22178980	215	  215	1.000	  215	1.000	0	0	0	0	0	0
chrC07:22505595-22505735	chrC07	22505595	22505735	140	   77	0.550	  140	1.000	63	0	0	0	0	0
chrC07:22505818-22505938	chrC07	22505818	22505938	120	   81	0.675	  120	1.000	39	0	0	0	0	0
chrC07:22506036-22506105	chrC07	22506021	22506121	100	   85	0.850	  100	1.000	15	0	0	0	0	0
chrC07:22506206-22506376	chrC07	22506206	22506376	170	  169	0.994	  170	1.000	1	0	0	0	0	0
chrC07:22506479-22506653	chrC07	22506479	22506653	174	  132	0.759	  174	1.000	42	0	0	0	0	0
chrC07:22506768-22506955	chrC07	22506768	22506955	187	  148	0.791	  187	1.000	39	0	0	0	0	0
chrC07:22507077-22507220	chrC07	22507077	22507220	143	  115	0.804	  143	1.000	28	0	0	0	0	0
chrC07:22507320-22507383	chrC07	22507302	22507402	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:22507470-22507562	chrC07	22507466	22507566	100	   92	0.920	  100	1.000	8	0	0	0	0	0
chrC07:22507647-22507732	chrC07	22507640	22507740	100	   35	0.350	  100	1.000	65	0	0	0	0	0
chrC07:22507809-22507949	chrC07	22507809	22507949	140	  114	0.814	  140	1.000	26	0	0	0	0	0
chrC07:22508090-22508236	chrC07	22508090	22508236	146	   98	0.671	  146	1.000	48	0	0	0	0	0
chrC07:22508345-22508432	chrC07	22508339	22508439	100	   93	0.930	  100	1.000	7	0	0	0	0	0
chrC07:22508524-22508685	chrC07	22508524	22508685	161	  161	1.000	  161	1.000	0	0	0	0	0	0
chrC07:22508879-22508971	chrC07	22508875	22508975	100	   74	0.740	  100	1.000	26	0	0	0	0	0
chrC07:27531159-27532489	chrC07	27531159	27532489	1330	 1330	1.000	 1330	1.000	0	0	0	0	0	0
chrC07:27532550-27532889	chrC07	27532550	27532889	339	  339	1.000	  339	1.000	0	0	0	0	0	0
chrC07:31563343-31563475	chrC07	31563343	31563475	132	   57	0.432	  132	1.000	75	0	0	0	0	0
chrC07:31563867-31563996	chrC07	31563867	31563996	129	   54	0.419	  129	1.000	75	0	0	0	0	0
chrC07:31564116-31564854	chrC07	31564116	31564854	738	  625	0.847	  738	1.000	113	0	0	0	0	0
chrC07:32229949-32230582	chrC07	32229949	32230582	633	  633	1.000	  633	1.000	0	0	0	0	0	0
chrC07:32230680-32230842	chrC07	32230680	32230842	162	  162	1.000	  162	1.000	0	0	0	0	0	0
chrC07:32231057-32231105	chrC07	32231031	32231131	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:32231637-32231750	chrC07	32231637	32231750	113	  113	1.000	  113	1.000	0	0	0	0	0	0
chrC07:32232121-32232930	chrC07	32232121	32232930	809	  809	1.000	  809	1.000	0	0	0	0	0	0
chrC07:32233030-32233125	chrC07	32233028	32233128	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:32233382-32234174	chrC07	32233382	32234174	792	  792	1.000	  792	1.000	0	0	0	0	0	0
chrC07:32234285-32234394	chrC07	32234285	32234394	109	  109	1.000	  109	1.000	0	0	0	0	0	0
chrC07:33130044-33130157	chrC07	33130044	33130157	113	  113	1.000	  113	1.000	0	0	0	0	0	0
chrC07:33130591-33130692	chrC07	33130591	33130692	101	  101	1.000	  101	1.000	0	0	0	0	0	0
chrC07:33131143-33131286	chrC07	33131143	33131286	143	  143	1.000	  143	1.000	0	0	0	0	0	0
chrC07:33131378-33131458	chrC07	33131368	33131468	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:33131543-33131612	chrC07	33131528	33131628	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:33131894-33131964	chrC07	33131879	33131979	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:33132039-33132202	chrC07	33132039	33132202	163	  163	1.000	  163	1.000	0	0	0	0	0	0
chrC07:33132288-33132359	chrC07	33132274	33132374	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:33132437-33132674	chrC07	33132437	33132674	237	  237	1.000	  237	1.000	0	0	0	0	0	0
chrC07:33132929-33132991	chrC07	33132910	33133010	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:33133090-33133377	chrC07	33133090	33133377	287	  287	1.000	  287	1.000	0	0	0	0	0	0
chrC07:33133458-33133571	chrC07	33133458	33133571	113	  113	1.000	  113	1.000	0	0	0	0	0	0
chrC07:33133691-33133817	chrC07	33133691	33133817	126	  126	1.000	  126	1.000	0	0	0	0	0	0
chrC07:33133913-33134085	chrC07	33133913	33134085	172	  172	1.000	  172	1.000	0	0	0	0	0	0
chrC07:33134228-33134329	chrC07	33134228	33134329	101	  101	1.000	  101	1.000	0	0	0	0	0	0
chrC07:33134763-33134866	chrC07	33134763	33134866	103	  103	1.000	  103	1.000	0	0	0	0	0	0
chrC07:33134946-33135231	chrC07	33134946	33135231	285	  285	1.000	  285	1.000	0	0	0	0	0	0
chrC07:33135334-33135575	chrC07	33135334	33135575	241	  241	1.000	  241	1.000	0	0	0	0	0	0
chrC07:33135697-33136200	chrC07	33135697	33136200	503	  503	1.000	  503	1.000	0	0	0	0	0	0
chrC07:33136277-33136571	chrC07	33136277	33136571	294	  294	1.000	  294	1.000	0	0	0	0	0	0
chrC07:33136655-33136838	chrC07	33136655	33136838	183	  183	1.000	  183	1.000	0	0	0	0	0	0
chrC07:33136924-33137003	chrC07	33136914	33137014	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:33178958-33178996	chrC07	33178927	33179027	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:33179636-33180631	chrC07	33179636	33180631	995	  995	1.000	  995	1.000	0	0	0	0	0	0
chrC07:34345885-34346235	chrC07	34345885	34346235	350	  321	0.917	  350	1.000	29	0	0	0	0	0
chrC07:34346762-34346866	chrC07	34346762	34346866	104	  104	1.000	  104	1.000	0	0	0	0	0	0
chrC07:34346933-34347466	chrC07	34346933	34347466	533	  533	1.000	  533	1.000	0	0	0	0	0	0
chrC07:34617181-34617200	chrC07	34617141	34617241	100	    0	0.000	    0	0.000	100	0	0	100	0	0
chrC07:34623793-34624489	chrC07	34623793	34624489	696	  696	1.000	  696	1.000	0	0	0	0	0	0
chrC07:34852832-34853121	chrC07	34852832	34853121	289	  289	1.000	  289	1.000	0	0	0	0	0	0
chrC07:34853298-34853432	chrC07	34853298	34853432	134	  134	1.000	  134	1.000	0	0	0	0	0	0
chrC07:34853629-34854145	chrC07	34853629	34854145	516	  516	1.000	  516	1.000	0	0	0	0	0	0
chrC07:35645550-35646422	chrC07	35645550	35646422	872	  872	1.000	  872	1.000	0	0	0	0	0	0
chrC07:38732079-38732387	chrC07	38732079	38732387	308	  308	1.000	  308	1.000	0	0	0	0	0	0
chrC07:38732562-38733038	chrC07	38732562	38733038	476	  475	0.998	  476	1.000	1	0	0	0	0	0
chrC07:38733422-38733632	chrC07	38733422	38733632	210	  210	1.000	  210	1.000	0	0	0	0	0	0
chrC07:38733717-38733874	chrC07	38733717	38733874	157	  157	1.000	  157	1.000	0	0	0	0	0	0
chrC07:38733996-38734063	chrC07	38733980	38734080	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:38734177-38734282	chrC07	38734177	38734282	105	  105	1.000	  105	1.000	0	0	0	0	0	0
chrC07:38734348-38734431	chrC07	38734340	38734440	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:38734507-38735152	chrC07	38734507	38735152	645	  645	1.000	  645	1.000	0	0	0	0	0	0
chrC07:38735232-38735362	chrC07	38735232	38735362	130	  130	1.000	  130	1.000	0	0	0	0	0	0
chrC07:38735444-38735497	chrC07	38735421	38735521	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:38735668-38735764	chrC07	38735666	38735766	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:38735859-38736076	chrC07	38735859	38736076	217	  217	1.000	  217	1.000	0	0	0	0	0	0
chrC07:38736147-38736233	chrC07	38736140	38736240	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:38736310-38736375	chrC07	38736293	38736393	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:38736446-38736513	chrC07	38736430	38736530	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:38736603-38736678	chrC07	38736591	38736691	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:39344913-39345236	chrC07	39344913	39345236	323	  323	1.000	  323	1.000	0	0	0	0	0	0
chrC07:39345317-39345484	chrC07	39345317	39345484	167	  167	1.000	  167	1.000	0	0	0	0	0	0
chrC07:39345547-39345720	chrC07	39345547	39345720	173	  147	0.850	  173	1.000	26	0	0	0	0	0
chrC07:39345890-39346024	chrC07	39345890	39346024	134	  134	1.000	  134	1.000	0	0	0	0	0	0
chrC07:39998346-39998515	chrC07	39998346	39998515	169	  169	1.000	  169	1.000	0	0	0	0	0	0
chrC07:39998645-39998881	chrC07	39998645	39998881	236	  236	1.000	  236	1.000	0	0	0	0	0	0
chrC07:39998969-39999015	chrC07	39998942	39999042	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:39999077-39999195	chrC07	39999077	39999195	118	  118	1.000	  118	1.000	0	0	0	0	0	0
chrC07:39999266-39999426	chrC07	39999266	39999426	160	  160	1.000	  160	1.000	0	0	0	0	0	0
chrC07:39999498-39999607	chrC07	39999498	39999607	109	  109	1.000	  109	1.000	0	0	0	0	0	0
chrC07:39999697-39999920	chrC07	39999697	39999920	223	  223	1.000	  223	1.000	0	0	0	0	0	0
chrC07:40000022-40000156	chrC07	40000022	40000156	134	  134	1.000	  134	1.000	0	0	0	0	0	0
chrC07:40103691-40103834	chrC07	40103691	40103834	143	  143	1.000	  143	1.000	0	0	0	0	0	0
chrC07:40103919-40103960	chrC07	40103890	40103990	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:40104061-40104102	chrC07	40104032	40104132	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:40104193-40104292	chrC07	40104193	40104293	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:40104837-40104898	chrC07	40104818	40104918	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:40105122-40105203	chrC07	40105113	40105213	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:40106232-40106449	chrC07	40106232	40106449	217	  217	1.000	  217	1.000	0	0	0	0	0	0
chrC07:40688363-40688393	chrC07	40688328	40688428	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:40688676-40688796	chrC07	40688676	40688796	120	  120	1.000	  120	1.000	0	0	0	0	0	0
chrC07:40688894-40688975	chrC07	40688885	40688985	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:40689137-40689341	chrC07	40689137	40689341	204	  204	1.000	  204	1.000	0	0	0	0	0	0
chrC07:40689654-40689713	chrC07	40689634	40689734	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:40689808-40689860	chrC07	40689784	40689884	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:40690008-40690130	chrC07	40690008	40690130	122	  122	1.000	  122	1.000	0	0	0	0	0	0
chrC07:40690336-40690405	chrC07	40690321	40690421	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:40690510-40690588	chrC07	40690499	40690599	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:40690680-40690761	chrC07	40690671	40690771	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:40690889-40690915	chrC07	40690852	40690952	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:41868672-41869139	chrC07	41868672	41869139	467	  458	0.981	  467	1.000	9	0	0	0	0	0
chrC07:41869188-41870578	chrC07	41869188	41870578	1390	 1390	1.000	 1390	1.000	0	0	0	0	0	0
chrC07:41871418-41871436	chrC07	41871377	41871477	100	  100	1.000	  100	1.000	0	0	0	0	0	0
chrC07:42075742-42076119	chrC07	42075742	42076119	377	  367	0.973	  377	1.000	10	0	0	0	0	0
